id,private,full_name,stars,ssh_url,clone_url,size,watchers,has_issues,forks,open_issues,license,run_item_id,cloned,chosen,commits,contributors,created_at,updated_at,pushed_at,analyzed,coverage,failed,comments,repo_id,commit_id,commite_id,complexity
4929,false,JuliaSzymanska/Sudoku_Game,7,git@github.com:JuliaSzymanska/Sudoku_Game.git,https://github.com/JuliaSzymanska/Sudoku_Game.git,7317,7,true,5,1,apache-2.0,92,true,true,422,8,2020-06-04 15:42:35+03,2024-10-02 10:13:01+03,2021-04-26 23:21:14+03,true,79.00,false,NULL,269356671,NULL,b1f4cde,369
4930,false,scbushan05/springboot-jdbctemplate-rest-api-mysql,7,git@github.com:scbushan05/springboot-jdbctemplate-rest-api-mysql.git,https://github.com/scbushan05/springboot-jdbctemplate-rest-api-mysql.git,56,7,true,2,0,,92,false,false,NULL,NULL,2021-08-06 08:23:50+03,2024-05-07 23:54:37+03,2021-08-06 09:35:02+03,false,NULL,false,NULL,393260752,NULL,NULL,NULL
4931,false,HandOfGod94/jacoco-cov-badge-maven-plugin,7,git@github.com:HandOfGod94/jacoco-cov-badge-maven-plugin.git,https://github.com/HandOfGod94/jacoco-cov-badge-maven-plugin.git,240,7,true,10,7,unlicense,92,true,true,133,2,2018-08-22 18:18:54+03,2022-10-30 15:34:44+02,2021-06-15 18:55:21+03,true,NULL,true,It has a pushed_at date but no commits in the expected period,145727037,NULL,,264
4932,false,feltex/upload-arquivos-api,7,git@github.com:feltex/upload-arquivos-api.git,https://github.com/feltex/upload-arquivos-api.git,57,7,true,1,0,,92,false,false,NULL,NULL,2021-12-23 03:47:04+02,2024-07-06 17:10:57+03,2021-12-26 23:04:03+02,false,NULL,false,NULL,441031947,NULL,NULL,NULL
4933,false,gstamatakis/ChordDHT,6,git@github.com:gstamatakis/ChordDHT.git,https://github.com/gstamatakis/ChordDHT.git,2743,6,true,2,2,,92,false,false,NULL,NULL,2017-06-18 16:20:06+03,2023-01-23 12:24:45+02,2021-04-26 19:11:02+03,false,NULL,false,NULL,94688508,NULL,NULL,NULL
4934,false,h-sslefree/semver-maven-plugin,6,git@github.com:h-sslefree/semver-maven-plugin.git,https://github.com/h-sslefree/semver-maven-plugin.git,376,6,true,7,11,,92,false,false,NULL,NULL,2017-05-27 23:48:06+03,2023-08-26 08:06:25+03,2021-06-04 05:54:54+03,false,NULL,false,NULL,92623309,NULL,NULL,NULL
4935,false,deviceinsight/azure-blob-upload-maven-plugin,6,git@github.com:deviceinsight/azure-blob-upload-maven-plugin.git,https://github.com/deviceinsight/azure-blob-upload-maven-plugin.git,33,6,true,1,1,apache-2.0,92,false,false,NULL,NULL,2019-03-13 15:05:34+02,2021-05-24 15:26:54+03,2021-05-24 15:26:51+03,false,NULL,false,NULL,175422547,NULL,NULL,NULL
4936,false,akshitadixit/Trackizer-WA,6,git@github.com:akshitadixit/Trackizer-WA.git,https://github.com/akshitadixit/Trackizer-WA.git,21970,6,true,2,0,,92,false,false,NULL,NULL,2021-03-17 19:23:56+02,2024-10-14 08:42:04+03,2021-07-13 20:41:51+03,false,NULL,false,NULL,348794189,NULL,NULL,NULL
4937,false,Lehnurr/spe-ed-solver,6,git@github.com:Lehnurr/spe-ed-solver.git,https://github.com/Lehnurr/spe-ed-solver.git,47859,6,true,2,0,apache-2.0,92,true,true,420,4,2020-11-20 22:19:48+02,2024-01-06 13:40:08+02,2021-05-22 18:06:36+03,true,29.00,false,NULL,314660455,NULL,d5028de24,933
4938,false,raydac/jep-238-jcp-example,6,git@github.com:raydac/jep-238-jcp-example.git,https://github.com/raydac/jep-238-jcp-example.git,23,6,true,1,0,unlicense,92,false,false,NULL,NULL,2017-09-20 19:42:19+03,2024-01-14 01:57:15+02,2021-12-11 19:14:26+02,false,NULL,false,NULL,104241875,NULL,NULL,NULL
4939,false,nuriyeyldrm/hotel-management,5,git@github.com:nuriyeyldrm/hotel-management.git,https://github.com/nuriyeyldrm/hotel-management.git,90,5,true,6,0,mit,92,false,false,NULL,NULL,2021-10-12 05:32:24+03,2024-07-01 09:41:00+03,2021-12-16 23:13:06+02,false,NULL,false,NULL,416155755,NULL,NULL,NULL
4940,false,Eduflex-Student-Management-System/eduflex-backend,5,git@github.com:Eduflex-Student-Management-System/eduflex-backend.git,https://github.com/Eduflex-Student-Management-System/eduflex-backend.git,38736,5,true,1,0,,92,false,false,NULL,NULL,2021-09-22 09:18:27+03,2024-08-07 17:50:24+03,2021-10-19 12:28:29+03,false,NULL,false,NULL,409086696,NULL,NULL,NULL
4941,false,DreamLi1314/angboot,5,git@github.com:DreamLi1314/angboot.git,https://github.com/DreamLi1314/angboot.git,4238,5,true,3,7,apache-2.0,92,true,true,325,4,2019-04-02 17:02:50+03,2023-10-01 09:53:22+03,2021-03-04 04:01:47+02,true,NULL,true,It is a gradle project,179090674,NULL,NULL,207
4942,false,woodwhales/woodwhales-maven-project-parser,5,git@github.com:woodwhales/woodwhales-maven-project-parser.git,https://github.com/woodwhales/woodwhales-maven-project-parser.git,1627,5,true,1,0,apache-2.0,92,true,true,18,1,2021-11-23 05:18:16+02,2024-08-30 16:45:36+03,2021-12-07 04:01:44+02,true,0.00,false,No coverage,430943988,NULL,d9e9572,107
4943,false,chrislmy/credit-card-sanitizer,5,git@github.com:chrislmy/credit-card-sanitizer.git,https://github.com/chrislmy/credit-card-sanitizer.git,6344,5,true,1,1,mit,92,false,false,NULL,NULL,2019-11-30 19:59:35+02,2021-10-13 16:26:19+03,2021-01-06 03:05:29+02,false,NULL,false,NULL,225050285,NULL,NULL,NULL
4944,false,alexanderaugusto/social-network-api,5,git@github.com:alexanderaugusto/social-network-api.git,https://github.com/alexanderaugusto/social-network-api.git,351,5,true,1,0,mit,92,true,true,201,2,2021-04-28 13:49:02+03,2024-10-10 22:33:47+03,2021-08-22 15:40:44+03,true,11.00,false,NULL,362432902,NULL,9233b3a,272
4945,false,mehmetpekdemir/Todo-App,5,git@github.com:mehmetpekdemir/Todo-App.git,https://github.com/mehmetpekdemir/Todo-App.git,221,5,true,2,0,apache-2.0,92,true,true,8,2,2021-02-13 18:06:41+02,2024-11-13 07:02:19+02,2021-02-13 20:32:02+02,true,NULL,true,Failed due to external dependencies,338612485,NULL,6b96093,107
4946,false,ohbus/algorithms,5,git@github.com:ohbus/algorithms.git,https://github.com/ohbus/algorithms.git,184,5,true,2,1,agpl-3.0,92,true,true,61,5,2020-04-29 10:31:10+03,2021-11-20 14:37:16+02,2021-03-09 08:51:01+02,true,63.00,false,NULL,259855917,NULL,47bddcd,53
4947,false,shnewto/bqjson,5,git@github.com:shnewto/bqjson.git,https://github.com/shnewto/bqjson.git,542,5,true,1,0,mit,92,false,false,NULL,NULL,2020-12-10 07:34:28+02,2022-12-07 22:09:54+02,2021-02-01 17:04:00+02,false,NULL,false,NULL,320170426,NULL,NULL,NULL
4948,false,ZdrzalikPrzemyslaw/Chat-Web-Application,5,git@github.com:ZdrzalikPrzemyslaw/Chat-Web-Application.git,https://github.com/ZdrzalikPrzemyslaw/Chat-Web-Application.git,22575,5,true,1,3,,92,false,false,NULL,NULL,2020-10-13 16:09:29+03,2023-10-22 02:09:26+03,2021-03-14 22:04:47+02,false,NULL,false,NULL,303706960,NULL,NULL,NULL
4949,false,bitbar/remote-device-client,4,git@github.com:bitbar/remote-device-client.git,https://github.com/bitbar/remote-device-client.git,62,4,true,5,0,apache-2.0,92,true,true,37,12,2018-11-29 14:14:19+02,2024-01-12 12:46:46+02,2021-11-30 16:19:42+02,true,0.00,false,No coverage,159661218,NULL,2c24e13,188
4950,false,BorisNaguet/solr-maven-plugin,4,git@github.com:BorisNaguet/solr-maven-plugin.git,https://github.com/BorisNaguet/solr-maven-plugin.git,876,4,true,3,9,lgpl-3.0,92,false,false,NULL,NULL,2016-03-30 00:05:05+03,2018-10-30 14:10:28+02,2021-06-07 19:34:48+03,false,NULL,false,NULL,55010470,NULL,NULL,NULL
4951,false,AbbasHabib/HR-System-RestAPI,4,git@github.com:AbbasHabib/HR-System-RestAPI.git,https://github.com/AbbasHabib/HR-System-RestAPI.git,1084,4,true,2,0,,92,false,false,NULL,NULL,2021-08-15 12:05:36+03,2024-10-24 11:17:11+03,2021-11-10 02:38:06+02,false,NULL,false,NULL,396289122,NULL,NULL,NULL
4952,false,mycoin/noah,4,git@github.com:mycoin/noah.git,https://github.com/mycoin/noah.git,3140,4,true,6,0,,92,false,false,NULL,NULL,2015-04-22 05:43:08+03,2023-08-27 15:28:03+03,2021-04-17 20:17:59+03,false,NULL,false,NULL,34364606,NULL,NULL,NULL
4953,false,danishnaseem05/EyeWatch,4,git@github.com:danishnaseem05/EyeWatch.git,https://github.com/danishnaseem05/EyeWatch.git,25257,4,true,1,1,gpl-3.0,92,true,true,173,1,2020-01-27 04:58:02+02,2023-02-13 09:13:18+02,2021-06-04 05:47:20+03,true,0.00,true,It has a pushed_at date but no commits in the expected period,236410426,NULL,,145
4954,false,jacobmstein/carbon-api,4,git@github.com:jacobmstein/carbon-api.git,https://github.com/jacobmstein/carbon-api.git,71,4,true,1,0,mit,92,false,false,NULL,NULL,2021-10-06 11:07:31+03,2021-10-26 23:22:56+03,2021-10-26 23:32:14+03,false,NULL,false,NULL,414123906,NULL,NULL,NULL
4955,false,JavaChinna/angular-spring-boot-crud,4,git@github.com:JavaChinna/angular-spring-boot-crud.git,https://github.com/JavaChinna/angular-spring-boot-crud.git,410,4,true,3,0,mit,92,true,true,4,1,2021-12-11 09:41:13+02,2024-09-16 15:48:49+03,2021-12-14 18:22:35+02,true,NULL,false,Missing external dependency to a DB.,437219115,NULL,2c6c981,320
4956,false,project26usatu/server,4,git@github.com:project26usatu/server.git,https://github.com/project26usatu/server.git,188,4,true,5,0,mit,92,true,true,65,5,2021-04-10 14:49:35+03,2023-10-06 22:01:49+03,2021-12-09 10:43:49+02,true,3.00,false,NULL,356565694,NULL,2713c98,141
4957,false,osandadeshan/MaxSoft-WebBot,4,git@github.com:osandadeshan/MaxSoft-WebBot.git,https://github.com/osandadeshan/MaxSoft-WebBot.git,3800,4,true,2,2,mit,92,false,false,NULL,NULL,2019-03-12 19:19:19+02,2021-04-14 15:13:27+03,2021-06-04 04:51:21+03,false,NULL,false,NULL,175262658,NULL,NULL,NULL
4958,false,dockerunit/dockerunit-consul,4,git@github.com:dockerunit/dockerunit-consul.git,https://github.com/dockerunit/dockerunit-consul.git,265,4,true,1,6,apache-2.0,92,true,true,115,8,2019-03-15 19:54:32+02,2023-01-28 12:43:54+02,2021-02-02 18:06:19+02,true,0.00,false,No actual tests,175867774,NULL,a1de233,106
4959,false,edgorman/Voxel-Engine,4,git@github.com:edgorman/Voxel-Engine.git,https://github.com/edgorman/Voxel-Engine.git,411,4,true,1,5,mit,92,false,false,NULL,NULL,2021-03-20 13:20:29+02,2025-02-12 11:47:05+02,2021-07-09 22:02:05+03,false,NULL,false,NULL,349704174,NULL,NULL,NULL
4960,false,andrioli/maven-jlink-docker-example,3,git@github.com:andrioli/maven-jlink-docker-example.git,https://github.com/andrioli/maven-jlink-docker-example.git,29,3,true,2,0,,92,false,false,NULL,NULL,2017-11-17 02:28:11+02,2021-08-04 18:11:21+03,2021-03-23 17:25:28+02,false,NULL,false,NULL,111037740,NULL,NULL,NULL
4961,false,julianocanuto/consultando-cep,3,git@github.com:julianocanuto/consultando-cep.git,https://github.com/julianocanuto/consultando-cep.git,55,3,true,1,0,,92,false,false,NULL,NULL,2021-11-26 22:59:20+02,2022-01-29 06:27:30+02,2021-11-26 23:08:24+02,false,NULL,false,NULL,432299733,NULL,NULL,NULL
4962,false,vladutmargineanu/Spring-Hibernate-Project,3,git@github.com:vladutmargineanu/Spring-Hibernate-Project.git,https://github.com/vladutmargineanu/Spring-Hibernate-Project.git,146600,3,true,4,0,mit,92,false,true,NULL,NULL,2021-09-20 11:15:58+03,2024-05-28 03:27:57+03,2021-11-18 16:43:34+02,true,NULL,true,Error while cloning,408361449,NULL,NULL,NULL
4963,false,jstamps91/eCommerce-Shop,3,git@github.com:jstamps91/eCommerce-Shop.git,https://github.com/jstamps91/eCommerce-Shop.git,307,3,true,9,0,,92,false,false,NULL,NULL,2021-02-25 00:51:10+02,2024-11-09 16:53:10+02,2021-02-28 03:20:03+02,false,NULL,false,NULL,342057560,NULL,NULL,NULL
4964,false,Samuel-Ricardo/ConnectionFactory,3,git@github.com:Samuel-Ricardo/ConnectionFactory.git,https://github.com/Samuel-Ricardo/ConnectionFactory.git,151,3,true,4,0,gpl-3.0,92,true,true,96,1,2021-01-06 21:44:52+02,2021-07-14 21:56:21+03,2021-01-14 05:30:44+02,true,NULL,true,Failed due to external dependencies,327413684,NULL,2a07efc,77
4965,false,JeanCarlos2017/RedeSocialGraceHopper,3,git@github.com:JeanCarlos2017/RedeSocialGraceHopper.git,https://github.com/JeanCarlos2017/RedeSocialGraceHopper.git,40906,3,true,4,0,,92,false,false,NULL,NULL,2021-02-19 19:11:33+02,2024-08-24 12:43:42+03,2021-04-11 02:01:13+03,false,NULL,false,NULL,340437613,NULL,NULL,NULL
4966,false,hugoscavino/was8-spring5,3,git@github.com:hugoscavino/was8-spring5.git,https://github.com/hugoscavino/was8-spring5.git,38,3,true,1,0,gpl-3.0,92,false,false,NULL,NULL,2021-06-20 04:54:59+03,2024-11-06 04:55:42+02,2021-06-21 16:12:35+03,false,NULL,false,NULL,378538318,NULL,NULL,NULL
4967,false,lyndontavares/myRuleEngine,3,git@github.com:lyndontavares/myRuleEngine.git,https://github.com/lyndontavares/myRuleEngine.git,685,3,true,1,1,,92,false,false,NULL,NULL,2017-06-26 23:32:13+03,2022-07-02 20:37:49+03,2021-10-26 14:49:57+03,false,NULL,false,NULL,95486984,NULL,NULL,NULL
4968,false,nikita9604/Custom-Query-in-Spring-Boot-with-IntelliJ,3,git@github.com:nikita9604/Custom-Query-in-Spring-Boot-with-IntelliJ.git,https://github.com/nikita9604/Custom-Query-in-Spring-Boot-with-IntelliJ.git,44,3,true,2,0,mit,92,false,false,NULL,NULL,2021-07-08 23:05:42+03,2023-09-07 20:05:48+03,2021-07-10 11:37:08+03,false,NULL,false,NULL,384236303,NULL,NULL,NULL
4969,false,BilalAM/self-erp,3,git@github.com:BilalAM/self-erp.git,https://github.com/BilalAM/self-erp.git,102,3,true,1,4,,92,false,false,NULL,NULL,2019-03-10 13:09:18+02,2021-05-20 15:13:44+03,2021-05-20 15:13:42+03,false,NULL,false,NULL,174812244,NULL,NULL,NULL
4970,false,iplaypi/iplaypistudy-shade,3,git@github.com:iplaypi/iplaypistudy-shade.git,https://github.com/iplaypi/iplaypistudy-shade.git,17,3,true,4,2,,92,false,false,NULL,NULL,2019-12-04 14:52:56+02,2023-05-28 17:44:50+03,2021-04-01 00:40:14+03,false,NULL,false,NULL,225866845,NULL,NULL,NULL
4971,false,leogtzr/monkeylangj,3,git@github.com:leogtzr/monkeylangj.git,https://github.com/leogtzr/monkeylangj.git,185,3,true,1,0,,92,false,false,NULL,NULL,2021-03-20 18:59:59+02,2022-06-06 13:29:28+03,2021-06-02 01:25:06+03,false,NULL,false,NULL,349785506,NULL,NULL,NULL
4972,false,gauravghongde/devnet,3,git@github.com:gauravghongde/devnet.git,https://github.com/gauravghongde/devnet.git,105,3,true,1,1,,92,false,false,NULL,NULL,2020-01-27 20:45:33+02,2022-06-09 06:09:01+03,2024-08-26 20:29:13+03,false,NULL,false,NULL,236565715,NULL,NULL,NULL
4973,false,mharikmert/data-labeling-system,3,git@github.com:mharikmert/data-labeling-system.git,https://github.com/mharikmert/data-labeling-system.git,8779,3,true,3,0,,92,false,false,NULL,NULL,2020-11-17 20:48:27+02,2023-03-05 08:47:05+02,2021-03-16 11:06:35+02,false,NULL,false,NULL,313712338,NULL,NULL,NULL
4974,false,olensmar/serverless4j,3,git@github.com:olensmar/serverless4j.git,https://github.com/olensmar/serverless4j.git,50,3,true,2,0,apache-2.0,92,true,true,24,3,2018-11-22 15:24:00+02,2024-02-14 17:17:44+02,2021-08-24 11:56:28+03,true,NULL,true,Unresolved compilation issues,158702852,NULL,3ea76a8,110
4975,false,mmpodkanski/computer-shop-back,3,git@github.com:mmpodkanski/computer-shop-back.git,https://github.com/mmpodkanski/computer-shop-back.git,184,3,true,2,0,,92,false,false,NULL,NULL,2021-05-08 19:55:43+03,2023-11-17 16:24:08+02,2021-06-15 21:32:16+03,false,NULL,false,NULL,365566967,NULL,NULL,NULL
4976,false,aydinnyunus/Jira-Bitbucket-Integration-Script,3,git@github.com:aydinnyunus/Jira-Bitbucket-Integration-Script.git,https://github.com/aydinnyunus/Jira-Bitbucket-Integration-Script.git,41,3,true,1,1,,92,false,false,NULL,NULL,2020-03-01 17:00:05+02,2024-08-12 22:58:16+03,2021-06-04 05:30:10+03,false,NULL,false,NULL,244169142,NULL,NULL,NULL
4977,false,benelot/LibreOffice-as-a-Maven,3,git@github.com:benelot/LibreOffice-as-a-Maven.git,https://github.com/benelot/LibreOffice-as-a-Maven.git,12,3,true,1,0,mit,92,true,true,6,1,2017-07-13 15:16:55+03,2022-04-07 05:58:54+03,2021-06-03 13:39:56+03,true,NULL,true,It has a pushed_at date but no commits in the expected period,97119293,NULL,NULL,31
4978,false,dofranko/Go-GoGame,3,git@github.com:dofranko/Go-GoGame.git,https://github.com/dofranko/Go-GoGame.git,601,3,true,1,0,,92,false,false,NULL,NULL,2019-11-27 19:15:38+02,2021-04-15 02:15:35+03,2021-04-13 13:41:56+03,false,NULL,false,NULL,224481153,NULL,NULL,NULL
4979,false,cevheri/java-training,3,git@github.com:cevheri/java-training.git,https://github.com/cevheri/java-training.git,1200,3,true,4,5,,92,false,false,NULL,NULL,2021-10-28 10:12:19+03,2023-09-13 10:38:11+03,2021-11-03 10:58:03+02,false,NULL,false,NULL,422102188,NULL,NULL,NULL
4980,false,tiagosgomes/Api-Restful-Spring-Boot-MongoDB,3,git@github.com:tiagosgomes/Api-Restful-Spring-Boot-MongoDB.git,https://github.com/tiagosgomes/Api-Restful-Spring-Boot-MongoDB.git,148,3,true,0,0,mit,92,true,true,19,2,2021-02-11 18:11:52+02,2023-02-18 18:38:57+02,2021-02-12 22:58:32+02,true,NULL,true,Failed due to external dependencies,338080154,NULL,2c2619a,119
4981,false,MemeMachineBot/MemeMachine,3,git@github.com:MemeMachineBot/MemeMachine.git,https://github.com/MemeMachineBot/MemeMachine.git,583,3,true,3,4,agpl-3.0,92,false,false,NULL,NULL,2018-05-31 09:56:21+03,2023-05-17 14:24:19+03,2021-07-15 09:10:29+03,false,NULL,false,NULL,135544715,NULL,NULL,NULL
4982,false,IslamWalid/TopologyAPI,3,git@github.com:IslamWalid/TopologyAPI.git,https://github.com/IslamWalid/TopologyAPI.git,186,3,true,2,0,,92,false,false,NULL,NULL,2021-12-30 01:17:16+02,2022-04-01 01:28:38+03,2021-12-31 00:34:50+02,false,NULL,false,NULL,442913300,NULL,NULL,NULL
4983,false,melon-bar/MelonBarExchange-CoinbasePro,3,git@github.com:melon-bar/MelonBarExchange-CoinbasePro.git,https://github.com/melon-bar/MelonBarExchange-CoinbasePro.git,238,3,true,3,0,apache-2.0,92,false,false,NULL,NULL,2021-05-13 23:58:08+03,2024-12-03 16:50:18+02,2021-08-09 02:26:17+03,false,NULL,false,NULL,367173075,NULL,NULL,NULL
4984,false,kameshchauhan/openfaas-dependency,3,git@github.com:kameshchauhan/openfaas-dependency.git,https://github.com/kameshchauhan/openfaas-dependency.git,47,3,true,1,6,mit,92,false,false,NULL,NULL,2019-05-18 08:32:46+03,2021-03-13 19:54:16+02,2021-04-01 00:17:52+03,false,NULL,false,NULL,187318509,NULL,NULL,NULL
4985,false,AlexBugrimov/Tin-Service,3,git@github.com:AlexBugrimov/Tin-Service.git,https://github.com/AlexBugrimov/Tin-Service.git,154,3,true,1,0,,92,false,false,NULL,NULL,2021-11-25 01:02:39+02,2022-11-19 23:11:08+02,2021-11-27 18:25:32+02,false,NULL,false,NULL,431651154,NULL,NULL,NULL
4986,false,Niewidzialny84/Car_Rental_Project,3,git@github.com:Niewidzialny84/Car_Rental_Project.git,https://github.com/Niewidzialny84/Car_Rental_Project.git,60,3,true,1,0,,92,false,false,NULL,NULL,2021-07-13 13:43:19+03,2024-03-08 12:03:55+02,2021-07-15 17:52:07+03,false,NULL,false,NULL,385568298,NULL,NULL,NULL
4987,false,emmanuelneri/backend-tests,2,git@github.com:emmanuelneri/backend-tests.git,https://github.com/emmanuelneri/backend-tests.git,58,2,true,0,0,,92,false,false,NULL,NULL,2021-07-10 20:41:08+03,2021-07-16 20:19:36+03,2021-07-15 05:49:13+03,false,NULL,false,NULL,384756602,NULL,NULL,NULL
4988,false,feltex/aws-s3,2,git@github.com:feltex/aws-s3.git,https://github.com/feltex/aws-s3.git,8,2,true,1,0,apache-2.0,92,true,true,2,2,2021-07-06 02:13:55+03,2024-07-06 17:11:05+03,2021-07-06 03:24:37+03,true,0.00,false,No actual tests,383284665,NULL,8d8b025,13
4989,false,Divyansh747/Minor_Project_Online_Compiler,2,git@github.com:Divyansh747/Minor_Project_Online_Compiler.git,https://github.com/Divyansh747/Minor_Project_Online_Compiler.git,36973,2,true,2,0,,92,false,false,NULL,NULL,2021-03-03 16:39:54+02,2024-01-12 09:01:57+02,2021-09-23 16:49:36+03,false,NULL,false,NULL,344158068,NULL,NULL,NULL
4990,false,iamsivav/Maven,2,git@github.com:iamsivav/Maven.git,https://github.com/iamsivav/Maven.git,25,2,true,4,1,gpl-2.0,92,false,false,NULL,NULL,2018-02-17 06:18:50+02,2024-02-15 02:58:08+02,2021-04-26 21:17:04+03,false,NULL,false,NULL,121826741,NULL,NULL,NULL
4991,false,dockerunit/dockerunit-junit5,2,git@github.com:dockerunit/dockerunit-junit5.git,https://github.com/dockerunit/dockerunit-junit5.git,32,2,true,1,2,apache-2.0,92,false,false,NULL,NULL,2019-05-28 21:11:31+03,2023-01-28 12:43:54+02,2021-02-02 18:06:22+02,false,NULL,false,NULL,189079586,NULL,NULL,NULL
4992,false,GhostDovahkiin/LibrAPI-Monolith,2,git@github.com:GhostDovahkiin/LibrAPI-Monolith.git,https://github.com/GhostDovahkiin/LibrAPI-Monolith.git,734,2,false,1,0,mit,92,false,false,NULL,NULL,2021-01-26 03:12:48+02,2021-03-02 17:54:05+02,2021-02-23 16:12:08+02,false,NULL,false,NULL,332932164,NULL,NULL,NULL
4993,false,timazet/zdays-spring-boot-starter-demo,2,git@github.com:timazet/zdays-spring-boot-starter-demo.git,https://github.com/timazet/zdays-spring-boot-starter-demo.git,56,2,false,1,0,,92,false,false,NULL,NULL,2021-04-05 23:48:01+03,2021-04-06 20:13:43+03,2021-04-05 23:53:49+03,false,NULL,false,NULL,354968481,NULL,NULL,NULL
4994,false,anicetkeric/spring-boot-aws-cognito-multi-tenancy,2,git@github.com:anicetkeric/spring-boot-aws-cognito-multi-tenancy.git,https://github.com/anicetkeric/spring-boot-aws-cognito-multi-tenancy.git,53,2,true,1,0,,92,false,false,NULL,NULL,2021-10-05 23:07:24+03,2023-07-17 18:35:34+03,2021-11-09 15:41:43+02,false,NULL,false,NULL,413963812,NULL,NULL,NULL
4995,false,khmarbaise/doxygen-maven-plugin,2,git@github.com:khmarbaise/doxygen-maven-plugin.git,https://github.com/khmarbaise/doxygen-maven-plugin.git,1580,2,true,6,4,apache-2.0,92,false,false,NULL,NULL,2013-09-14 15:51:14+03,2016-02-12 10:40:20+02,2021-06-07 19:55:26+03,false,NULL,false,NULL,12829226,NULL,NULL,NULL
4996,false,Bivis-s/EDU-AQA-Qase,2,git@github.com:Bivis-s/EDU-AQA-Qase.git,https://github.com/Bivis-s/EDU-AQA-Qase.git,1649,2,true,1,0,,92,false,false,NULL,NULL,2021-03-07 16:19:22+02,2022-10-05 05:44:01+03,2021-04-01 02:55:49+03,false,NULL,false,NULL,345365274,NULL,NULL,NULL
4997,false,fengliu1227/Wiki-Repository,2,git@github.com:fengliu1227/Wiki-Repository.git,https://github.com/fengliu1227/Wiki-Repository.git,1365,2,true,1,0,,92,false,false,NULL,NULL,2021-06-15 09:07:58+03,2021-06-22 22:51:12+03,2021-06-22 22:51:10+03,false,NULL,false,NULL,377054493,NULL,NULL,NULL
4998,false,tapasrastogi2411/The-Six-Degrees-of-Kevin-Bacon,2,git@github.com:tapasrastogi2411/The-Six-Degrees-of-Kevin-Bacon.git,https://github.com/tapasrastogi2411/The-Six-Degrees-of-Kevin-Bacon.git,28,2,true,0,3,,92,false,false,NULL,NULL,2021-07-03 08:52:06+03,2023-08-02 01:29:15+03,2021-08-12 06:47:02+03,false,NULL,false,NULL,382536881,NULL,NULL,NULL
4999,false,doribd/Http2GateWay,2,git@github.com:doribd/Http2GateWay.git,https://github.com/doribd/Http2GateWay.git,75,2,true,2,5,apache-2.0,92,true,true,27,2,2018-09-07 09:37:26+03,2021-10-17 10:02:53+03,2021-10-17 10:02:50+03,true,NULL,false,No branches found,147781538,NULL,09f95cb,6
5000,false,jhigherevature/ROCP-210412,2,git@github.com:jhigherevature/ROCP-210412.git,https://github.com/jhigherevature/ROCP-210412.git,27906,2,true,4,0,,92,false,false,NULL,NULL,2021-04-10 17:12:32+03,2021-10-19 21:58:16+03,2021-10-19 21:58:13+03,false,NULL,false,NULL,356601430,NULL,NULL,NULL
5001,false,Mastercard/loyalty-user-management-reference-app,2,git@github.com:Mastercard/loyalty-user-management-reference-app.git,https://github.com/Mastercard/loyalty-user-management-reference-app.git,388,2,true,4,0,apache-2.0,92,true,true,22,5,2020-02-17 09:48:01+02,2024-10-10 06:00:49+03,2021-12-24 08:35:15+02,true,4.00,false,NULL,241048528,NULL,c1eeb2c,1172
5002,false,csdms/bmi-java,2,git@github.com:csdms/bmi-java.git,https://github.com/csdms/bmi-java.git,335,2,true,3,1,mit,92,true,true,102,4,2015-11-06 00:40:41+02,2024-12-04 00:40:10+02,2021-12-06 22:43:33+02,true,0.00,false,No actual tests,45644058,NULL,db0c9a7,58
5003,false,OverLegend/http-poster,2,git@github.com:OverLegend/http-poster.git,https://github.com/OverLegend/http-poster.git,14,2,true,2,0,mit,92,true,true,3,1,2021-03-20 21:03:30+02,2021-05-24 19:11:51+03,2021-05-24 19:11:49+03,true,NULL,true,Failed due to external dependencies,349812595,NULL,afa1400,108
5004,false,Anass-ABEA/TimeAgo,2,git@github.com:Anass-ABEA/TimeAgo.git,https://github.com/Anass-ABEA/TimeAgo.git,18,2,true,1,0,,92,false,false,NULL,NULL,2021-09-03 01:26:51+03,2021-10-02 17:15:38+03,2021-10-02 17:15:36+03,false,NULL,false,NULL,402578507,NULL,NULL,NULL
5005,false,wueasy/auto-detect-version,2,git@github.com:wueasy/auto-detect-version.git,https://github.com/wueasy/auto-detect-version.git,19,2,true,1,1,apache-2.0,92,true,true,7,1,2020-06-08 07:18:18+03,2024-01-09 09:32:11+02,2024-10-03 20:01:36+03,true,0.00,false,No actual tests,270525799,NULL,fce8bb5,35
5006,false,MikalaiKazak/StuffManagment,2,git@github.com:MikalaiKazak/StuffManagment.git,https://github.com/MikalaiKazak/StuffManagment.git,553,2,true,2,1,gpl-3.0,92,false,false,NULL,NULL,2018-12-10 23:12:46+02,2023-01-28 11:33:32+02,2021-02-18 23:19:23+02,false,NULL,false,NULL,161236929,NULL,NULL,NULL
5007,false,codeteapot/maven-plugin-testing-harness,2,git@github.com:codeteapot/maven-plugin-testing-harness.git,https://github.com/codeteapot/maven-plugin-testing-harness.git,1170,2,true,1,1,apache-2.0,92,true,true,12,1,2020-12-29 13:51:10+02,2022-10-20 18:18:19+03,2021-10-19 00:24:17+03,true,NULL,false,No branches found,325273150,NULL,70c82b9,165
